Order_ID,Order_Date,Region,Segment,Category,Product,Quantity,Sales,Profit
375,2023-01-01,West,Home Office,Office Supplies,Binder,5,466.76,116.58
376,2023-04-06,Central,Consumer,Technology,Keyboard,3,570.33,149.15
377,2023-02-23,West,Corporate,Office Supplies,Pen,1,990.12,179.69
378,2023-08-07,West,Home Office,Office Supplies,Paper,1,354.76,61.02
379,2023-01-09,East,Corporate,Technology,Keyboard,4,1047.17,95.38
380,2024-01-28,East,Corporate,Furniture,Chair,7,563.99,11.11
381,2023-05-17,East,Home Office,Technology,Monitor,3,853.67,123.04
382,2024-03-26,West,Corporate,Office Supplies,Binder,4,931.79,71.7
383,2023-03-30,East,Home Office,Furniture,Table,7,1100.41,44.69
384,2023-11-19,Central,Home Office,Furniture,Table,10,144.69,17.56
385,2024-09-14,Central,Consumer,Office Supplies,Paper,7,786.27,81.62
386,2023-10-30,West,Corporate,Technology,Laptop,10,591.11,-2.11
387,2023-03-14,Central,Corporate,Technology,Laptop,10,215.33,52.61
388,2024-03-06,South,Consumer,Office Supplies,Binder,5,44.7,-3.26
389,2023-08-09,South,Home Office,Furniture,Chair,7,444.0,82.16
390,2024-03-09,East,Home Office,Technology,Mouse,5,814.12,119.2
391,2023-03-27,West,Consumer,Office Supplies,Paper,2,813.86,45.81
392,2023-11-14,West,Consumer,Technology,Mouse,2,381.83,103.04
393,2024-04-09,East,Corporate,Technology,Printer,3,1005.8,164.17
394,2023-05-03,East,Consumer,Furniture,Table,9,754.69,29.19
395,2023-09-23,West,Home Office,Furniture,Bookcase,2,1176.06,8.83
396,2023-01-31,Central,Home Office,Office Supplies,Storage Box,10,114.53,21.18
397,2024-10-04,South,Home Office,Furniture,Filing Cabinet,10,552.98,55.21
398,2023-06-20,Central,Consumer,Office Supplies,Binder,2,1343.52,227.93
399,2023-08-22,East,Consumer,Technology,Printer,1,1290.86,-122.74
400,2024-04-28,West,Consumer,Office Supplies,Storage Box,9,1398.12,339.73
401,2024-11-02,Central,Consumer,Office Supplies,Binder,5,636.06,119.65
402,2023-03-21,East,Home Office,Technology,Keyboard,4,1016.52,-80.24
403,2024-06-12,East,Corporate,Furniture,Filing Cabinet,5,1301.73,272.6
404,2023-12-02,East,Corporate,Furniture,Filing Cabinet,5,316.99,39.79
405,2024-09-29,Central,Home Office,Furniture,Filing Cabinet,4,1458.35,436.21
406,2024-07-13,East,Corporate,Furniture,Table,1,55.39,6.46
407,2023-12-10,Central,Consumer,Furniture,Filing Cabinet,7,323.69,94.92
408,2024-05-18,Central,Consumer,Furniture,Table,9,84.97,-0.63
409,2024-02-27,South,Home Office,Technology,Keyboard,3,145.66,-9.0
410,2024-10-14,East,Corporate,Office Supplies,Paper,5,1000.42,-47.74
411,2023-09-25,Central,Corporate,Office Supplies,Storage Box,4,690.08,-4.52
412,2023-05-20,West,Consumer,Technology,Laptop,7,263.27,22.75
413,2023-05-04,West,Corporate,Technology,Keyboard,2,476.3,2.86
414,2023-04-03,East,Consumer,Furniture,Bookcase,2,1257.17,39.12
415,2024-12-29,South,Home Office,Furniture,Bookcase,3,92.45,1.81
416,2023-02-01,West,Consumer,Office Supplies,Storage Box,3,703.82,155.94
417,2023-05-05,West,Consumer,Furniture,Chair,2,313.24,18.87
418,2024-08-19,East,Consumer,Technology,Keyboard,8,1495.8,-31.26
419,2023-05-12,East,Consumer,Furniture,Bookcase,10,1414.58,-112.81
420,2024-03-19,South,Consumer,Technology,Mouse,6,586.44,41.44
421,2023-08-08,Central,Corporate,Furniture,Bookcase,10,1327.47,-114.35
422,2024-09-23,South,Corporate,Furniture,Bookcase,2,1326.51,121.52
423,2023-10-14,South,Consumer,Office Supplies,Binder,4,971.13,212.56
424,2024-10-07,South,Home Office,Technology,Laptop,8,551.49,64.97
425,2023-12-19,Central,Corporate,Technology,Printer,10,420.24,-37.64
426,2023-08-13,East,Corporate,Furniture,Bookcase,4,803.56,166.13
427,2023-06-13,West,Corporate,Furniture,Table,1,809.86,175.33
428,2023-08-13,Central,Consumer,Technology,Mouse,6,280.63,38.45
429,2024-08-28,West,Home Office,Furniture,Bookcase,8,1423.59,334.09
430,2024-07-09,South,Consumer,Office Supplies,Binder,4,153.58,-1.07
431,2023-01-21,East,Corporate,Technology,Mouse,3,1378.49,-26.76
432,2023-12-15,Central,Consumer,Technology,Monitor,3,52.43,7.06
433,2023-04-24,East,Corporate,Technology,Keyboard,10,1062.72,175.2
434,2023-04-14,Central,Consumer,Office Supplies,Pen,7,1464.27,282.52
435,2024-10-16,West,Home Office,Office Supplies,Pen,10,1453.74,257.93
436,2024-01-01,South,Corporate,Furniture,Table,3,1106.31,19.7
437,2023-01-02,South,Home Office,Technology,Printer,10,67.93,9.58
438,2023-08-15,East,Corporate,Technology,Printer,4,228.15,45.21
439,2023-12-22,East,Home Office,Office Supplies,Binder,6,1011.64,193.95
440,2024-04-02,West,Consumer,Furniture,Bookcase,2,1045.9,42.04
441,2023-01-02,South,Home Office,Furniture,Filing Cabinet,7,641.09,-21.45
442,2024-05-19,South,Consumer,Office Supplies,Pen,10,1246.63,268.64
443,2024-10-28,West,Corporate,Technology,Monitor,5,129.09,30.76
444,2023-01-21,East,Consumer,Office Supplies,Pen,3,525.88,134.19
445,2023-03-18,Central,Home Office,Technology,Laptop,1,1478.21,380.33
446,2024-03-17,South,Consumer,Technology,Monitor,4,99.26,3.22
447,2024-02-24,Central,Home Office,Technology,Printer,1,436.65,-2.17
448,2024-02-07,South,Consumer,Technology,Printer,2,100.67,-9.91
449,2023-10-29,South,Consumer,Technology,Printer,5,163.54,-2.82
450,2023-03-25,Central,Corporate,Office Supplies,Paper,5,717.0,184.95
451,2023-04-04,South,Consumer,Technology,Printer,3,569.11,29.92
452,2024-04-01,South,Corporate,Furniture,Bookcase,10,409.83,96.24
453,2023-03-05,East,Home Office,Furniture,Chair,10,528.81,61.65
454,2023-08-21,South,Home Office,Technology,Laptop,8,639.58,73.04
455,2024-08-09,Central,Consumer,Furniture,Filing Cabinet,1,604.31,145.99
456,2024-05-29,West,Consumer,Technology,Printer,3,1424.9,113.44
457,2023-08-05,East,Corporate,Furniture,Table,4,135.99,23.56
458,2024-10-04,Central,Home Office,Furniture,Bookcase,7,1372.98,-100.5
459,2024-07-23,Central,Home Office,Office Supplies,Pen,10,698.07,174.09
460,2024-08-24,East,Corporate,Technology,Mouse,10,241.47,30.58
461,2023-04-13,Central,Home Office,Furniture,Chair,5,1322.6,332.18
462,2024-01-28,South,Consumer,Technology,Mouse,10,274.86,16.82
463,2024-09-15,East,Corporate,Technology,Mouse,4,1336.57,43.57
464,2023-02-20,Central,Corporate,Technology,Mouse,5,49.94,11.33
465,2023-11-15,East,Consumer,Office Supplies,Storage Box,8,218.89,63.41
466,2023-11-25,East,Consumer,Office Supplies,Storage Box,7,673.74,178.79
467,2024-05-11,East,Home Office,Technology,Keyboard,9,1191.41,-87.87
468,2024-02-18,West,Consumer,Furniture,Chair,1,1315.27,-25.92
469,2023-09-13,East,Corporate,Furniture,Filing Cabinet,8,1062.86,10.19
470,2024-06-01,East,Consumer,Office Supplies,Paper,3,571.25,78.61
471,2024-04-30,Central,Corporate,Technology,Printer,2,262.0,67.54
472,2023-10-19,East,Consumer,Furniture,Filing Cabinet,4,1283.66,272.05
473,2023-08-15,West,Corporate,Technology,Monitor,1,984.35,103.66
474,2024-04-30,East,Consumer,Furniture,Table,5,393.54,87.38
475,2024-12-30,South,Corporate,Technology,Keyboard,4,1280.35,107.04
476,2024-04-22,East,Consumer,Office Supplies,Storage Box,6,777.04,128.17
477,2024-07-28,Central,Corporate,Technology,Printer,6,1032.93,95.75
478,2023-10-11,Central,Corporate,Technology,Keyboard,5,991.06,278.36
479,2023-07-12,East,Home Office,Furniture,Table,3,618.07,17.2
480,2023-01-27,Central,Corporate,Technology,Mouse,1,1362.23,84.24
481,2024-08-20,West,Corporate,Technology,Printer,9,1095.29,-12.11
482,2024-10-15,Central,Consumer,Office Supplies,Pen,3,1264.15,316.79
483,2023-10-28,West,Home Office,Furniture,Filing Cabinet,3,402.8,89.96
484,2024-11-27,West,Corporate,Office Supplies,Paper,7,350.53,87.13
485,2023-12-06,Central,Corporate,Office Supplies,Pen,10,1279.8,112.9
486,2024-08-17,South,Consumer,Technology,Laptop,7,760.71,187.89
487,2024-06-26,East,Consumer,Office Supplies,Storage Box,7,223.3,-4.44
488,2024-08-06,Central,Home Office,Office Supplies,Binder,6,286.93,-19.42
489,2024-10-08,East,Consumer,Furniture,Bookcase,3,689.04,-11.19
490,2024-08-13,East,Consumer,Furniture,Filing Cabinet,7,929.43,142.57
491,2024-03-15,East,Consumer,Office Supplies,Storage Box,1,810.0,155.73
492,2023-11-26,East,Home Office,Technology,Monitor,4,26.1,5.05
493,2024-12-11,West,Consumer,Office Supplies,Pen,3,587.65,79.61
494,2023-03-08,Central,Corporate,Furniture,Bookcase,6,1097.19,152.01
495,2024-03-20,Central,Corporate,Technology,Monitor,7,551.69,-13.59
496,2023-01-20,West,Consumer,Furniture,Table,3,1106.43,150.34
497,2023-05-07,South,Home Office,Office Supplies,Paper,1,398.57,45.39
498,2024-08-31,East,Consumer,Furniture,Chair,7,1040.83,69.43
499,2023-05-07,South,Home Office,Technology,Keyboard,1,246.63,43.92
500,2023-11-05,Central,Home Office,Office Supplies,Paper,2,916.34,-41.36
501,2024-06-07,East,Corporate,Technology,Printer,4,188.74,-10.85
502,2024-09-15,West,Corporate,Furniture,Bookcase,1,1061.09,19.25
503,2024-07-15,South,Corporate,Office Supplies,Binder,2,367.07,-34.84
504,2023-04-24,West,Consumer,Technology,Mouse,2,1173.7,-82.14
505,2023-09-20,South,Corporate,Technology,Monitor,3,410.91,-32.86
506,2023-02-10,Central,Corporate,Office Supplies,Pen,1,1113.04,-69.01
507,2023-01-10,Central,Corporate,Furniture,Table,5,1343.9,379.03
508,2023-04-06,West,Consumer,Office Supplies,Pen,5,613.15,174.7
509,2024-01-30,South,Home Office,Technology,Mouse,3,1331.46,-44.32
510,2024-12-13,West,Consumer,Technology,Laptop,10,635.72,86.65
511,2024-11-25,South,Corporate,Office Supplies,Binder,3,924.81,226.61
512,2024-05-09,South,Corporate,Office Supplies,Paper,6,88.04,0.41
513,2023-01-13,West,Home Office,Technology,Printer,10,1312.25,141.25
514,2023-04-08,South,Corporate,Office Supplies,Binder,3,1002.29,156.92
515,2024-07-25,East,Home Office,Technology,Laptop,8,1402.87,143.41
516,2024-05-22,South,Corporate,Furniture,Chair,1,376.52,108.46
517,2024-06-03,South,Consumer,Furniture,Filing Cabinet,10,136.67,10.62
518,2024-04-03,South,Corporate,Furniture,Filing Cabinet,1,195.69,19.36
519,2023-04-16,East,Home Office,Office Supplies,Storage Box,10,832.67,191.82
520,2024-09-25,West,Home Office,Technology,Keyboard,6,1013.78,284.0
521,2023-02-25,Central,Home Office,Furniture,Filing Cabinet,6,1155.78,161.79
522,2024-04-08,West,Consumer,Furniture,Chair,5,525.21,121.82
523,2024-07-14,East,Consumer,Technology,Keyboard,7,1347.38,130.65
524,2023-04-20,West,Consumer,Office Supplies,Binder,8,1396.72,79.83
525,2023-07-15,East,Corporate,Technology,Keyboard,10,88.82,13.62
526,2023-05-07,West,Corporate,Office Supplies,Storage Box,9,26.42,5.14
527,2024-03-19,West,Home Office,Technology,Mouse,3,876.26,168.42
528,2023-04-17,South,Corporate,Office Supplies,Pen,4,1469.66,391.46
529,2023-10-08,Central,Corporate,Office Supplies,Pen,10,1211.1,-54.17
530,2024-12-17,Central,Home Office,Technology,Printer,9,830.75,21.24
531,2024-10-09,West,Home Office,Furniture,Table,3,1077.29,188.14
532,2024-12-28,Central,Home Office,Technology,Monitor,8,190.8,7.8
533,2024-08-19,Central,Corporate,Technology,Mouse,1,1216.29,132.69
534,2024-01-26,East,Consumer,Furniture,Chair,5,415.13,88.93
535,2024-11-30,East,Home Office,Office Supplies,Binder,9,1180.85,-21.73
536,2023-02-03,East,Home Office,Office Supplies,Storage Box,4,1304.69,255.45
537,2024-10-24,West,Home Office,Technology,Mouse,5,1180.77,259.21
538,2024-12-10,South,Corporate,Technology,Laptop,6,636.52,137.01
539,2024-07-19,Central,Consumer,Furniture,Chair,8,938.43,199.29
540,2023-08-19,West,Home Office,Technology,Keyboard,3,1447.15,25.57
541,2024-11-30,West,Home Office,Furniture,Table,7,780.49,39.71
542,2023-10-13,West,Consumer,Technology,Keyboard,6,884.3,1.77
543,2024-04-22,East,Consumer,Technology,Monitor,10,1394.37,193.47
544,2024-11-08,Central,Consumer,Office Supplies,Storage Box,4,1180.37,32.04
545,2023-07-08,West,Corporate,Technology,Laptop,6,823.76,50.55
546,2023-08-15,Central,Corporate,Furniture,Bookcase,10,454.49,127.31
547,2024-06-27,East,Home Office,Office Supplies,Paper,10,532.09,-2.05
548,2024-09-28,Central,Corporate,Furniture,Chair,7,1375.58,382.4
549,2023-09-20,East,Home Office,Technology,Keyboard,9,1236.72,61.82
550,2024-04-01,Central,Home Office,Office Supplies,Paper,2,304.92,32.19
551,2023-06-21,East,Home Office,Technology,Printer,4,116.9,19.65
552,2024-12-02,West,Home Office,Office Supplies,Paper,7,1246.55,313.45
553,2024-10-24,East,Corporate,Furniture,Table,2,1080.97,-91.72
554,2023-02-25,East,Home Office,Furniture,Bookcase,7,1236.0,326.79
555,2024-02-02,South,Corporate,Office Supplies,Storage Box,9,45.0,7.62
556,2023-01-07,East,Home Office,Technology,Printer,2,886.7,159.92
557,2024-01-02,Central,Home Office,Technology,Laptop,8,466.0,-30.48
558,2024-01-26,South,Consumer,Office Supplies,Paper,7,809.53,-36.79
559,2024-07-12,Central,Home Office,Office Supplies,Binder,6,1332.73,381.36
560,2023-01-12,West,Consumer,Technology,Printer,7,81.82,10.56
561,2024-07-04,Central,Consumer,Technology,Laptop,6,1127.48,294.74
562,2023-08-05,West,Consumer,Office Supplies,Binder,4,346.77,81.11
563,2023-04-28,South,Home Office,Furniture,Chair,2,833.5,13.55
564,2023-09-14,South,Corporate,Furniture,Table,4,548.56,92.44
565,2023-04-13,West,Corporate,Office Supplies,Paper,5,739.07,23.16
566,2024-12-11,Central,Corporate,Technology,Monitor,6,1438.82,-46.83
567,2023-09-10,Central,Corporate,Furniture,Filing Cabinet,8,218.77,42.26
568,2024-04-18,Central,Corporate,Office Supplies,Pen,10,836.47,-24.84
569,2023-03-25,West,Corporate,Office Supplies,Binder,2,1105.65,166.56
570,2023-01-20,South,Home Office,Technology,Laptop,5,334.89,-28.58
571,2024-07-10,West,Corporate,Technology,Mouse,10,600.9,154.18
572,2023-10-25,East,Corporate,Furniture,Filing Cabinet,4,558.52,-53.49
573,2024-09-20,West,Corporate,Technology,Monitor,10,255.65,32.35
574,2024-11-06,Central,Consumer,Furniture,Filing Cabinet,2,343.85,32.69
575,2023-09-28,East,Home Office,Office Supplies,Binder,6,326.03,85.78
576,2024-02-02,East,Consumer,Office Supplies,Storage Box,9,1471.27,43.59
577,2024-10-10,West,Corporate,Office Supplies,Pen,2,987.44,45.54
578,2024-06-13,West,Home Office,Office Supplies,Storage Box,6,620.65,140.82
579,2024-05-13,West,Corporate,Office Supplies,Paper,5,265.1,-18.34
580,2023-08-05,West,Corporate,Furniture,Table,4,910.99,206.6
581,2024-02-29,South,Home Office,Office Supplies,Paper,3,728.65,-11.45
582,2024-10-24,West,Consumer,Office Supplies,Paper,3,209.27,28.66
583,2024-10-06,West,Consumer,Technology,Laptop,9,266.19,71.6
584,2024-02-20,East,Home Office,Technology,Printer,2,1097.4,250.78
585,2023-08-10,South,Consumer,Office Supplies,Storage Box,3,344.66,22.16
586,2024-08-19,West,Home Office,Furniture,Bookcase,10,1034.67,278.26
587,2024-08-27,South,Corporate,Furniture,Table,9,215.68,-20.14
588,2024-05-31,West,Home Office,Technology,Mouse,10,162.52,14.68
589,2024-09-06,East,Corporate,Furniture,Chair,9,995.9,259.72
590,2023-01-02,South,Corporate,Technology,Mouse,7,1314.74,235.41
591,2023-08-23,Central,Home Office,Office Supplies,Storage Box,10,1210.84,318.62
592,2023-04-11,Central,Corporate,Office Supplies,Binder,2,1153.47,304.56
593,2023-10-18,South,Corporate,Technology,Printer,1,299.75,55.05
594,2024-08-14,East,Corporate,Technology,Laptop,6,988.73,173.13
595,2024-02-23,West,Corporate,Office Supplies,Paper,9,984.33,1.43
596,2024-03-09,Central,Home Office,Technology,Keyboard,9,608.23,-11.27
597,2024-07-24,Central,Home Office,Office Supplies,Binder,5,841.27,1.27
598,2024-08-14,West,Home Office,Office Supplies,Storage Box,3,196.25,-1.59
599,2023-04-13,Central,Home Office,Furniture,Filing Cabinet,1,928.76,161.44
600,2023-06-14,East,Consumer,Office Supplies,Paper,2,718.07,100.6
601,2023-03-07,Central,Consumer,Office Supplies,Binder,7,921.36,174.87
602,2024-09-20,Central,Home Office,Technology,Printer,3,1446.02,-111.36
603,2024-10-17,East,Consumer,Office Supplies,Storage Box,9,1278.84,348.23
604,2023-10-20,West,Home Office,Furniture,Chair,4,270.83,-23.18
605,2024-11-01,East,Corporate,Furniture,Table,7,1173.92,48.43
606,2024-02-20,East,Home Office,Technology,Monitor,9,1061.36,284.1
607,2023-10-19,Central,Corporate,Technology,Printer,10,1445.67,15.33
608,2023-07-19,East,Corporate,Office Supplies,Storage Box,9,279.05,28.6
609,2023-03-16,Central,Consumer,Technology,Keyboard,9,1208.35,341.58
610,2024-08-11,South,Home Office,Office Supplies,Storage Box,6,735.77,-1.98
611,2024-04-14,East,Corporate,Technology,Mouse,4,192.08,-14.02
612,2024-11-24,Central,Corporate,Technology,Monitor,1,1434.06,152.87
613,2024-12-18,Central,Consumer,Office Supplies,Binder,6,610.42,121.79
614,2023-03-19,South,Corporate,Technology,Monitor,5,543.24,140.01
615,2023-07-07,South,Home Office,Technology,Monitor,5,315.51,61.26
616,2023-07-31,West,Home Office,Furniture,Table,2,546.92,115.71
617,2023-03-22,East,Home Office,Technology,Mouse,6,1437.83,343.94
618,2024-09-27,Central,Corporate,Office Supplies,Storage Box,9,290.65,59.79
619,2023-10-14,West,Consumer,Office Supplies,Binder,9,798.09,55.28
620,2023-02-03,South,Home Office,Technology,Keyboard,2,1168.34,96.83
621,2024-12-16,Central,Home Office,Technology,Mouse,7,32.46,5.51
622,2024-08-17,Central,Home Office,Furniture,Bookcase,5,1295.53,-32.57
623,2023-08-31,Central,Corporate,Office Supplies,Storage Box,7,292.19,20.33
624,2024-12-18,South,Corporate,Office Supplies,Pen,10,687.08,88.33
625,2024-12-03,Central,Consumer,Furniture,Chair,4,841.9,204.18
626,2023-05-30,South,Consumer,Technology,Monitor,9,281.38,28.09
627,2024-06-30,South,Corporate,Technology,Keyboard,1,391.44,95.28
628,2024-02-12,East,Consumer,Furniture,Table,2,1224.45,110.95
629,2024-04-05,Central,Corporate,Technology,Keyboard,5,553.25,68.05
630,2023-12-19,East,Corporate,Furniture,Filing Cabinet,4,1303.71,371.88
631,2024-08-13,West,Corporate,Technology,Printer,8,545.56,92.35
632,2024-04-02,Central,Corporate,Furniture,Filing Cabinet,3,954.93,-40.16
633,2024-10-17,South,Consumer,Office Supplies,Storage Box,6,137.09,5.13
634,2023-11-21,Central,Home Office,Technology,Keyboard,8,974.07,8.28
635,2024-01-07,South,Corporate,Technology,Printer,3,267.63,64.68
636,2023-08-29,East,Consumer,Technology,Keyboard,2,267.03,-15.7
637,2024-04-29,East,Corporate,Technology,Laptop,2,795.49,237.38
638,2023-09-26,East,Home Office,Technology,Monitor,4,1398.75,78.24
639,2023-09-11,South,Home Office,Technology,Keyboard,3,207.09,22.92
640,2023-01-30,Central,Corporate,Furniture,Bookcase,5,711.45,176.7
641,2024-07-15,West,Home Office,Office Supplies,Binder,10,904.42,137.85
642,2024-03-21,Central,Corporate,Technology,Printer,2,732.84,-6.7
643,2024-03-28,South,Corporate,Office Supplies,Pen,9,250.46,-23.99
644,2023-05-20,South,Home Office,Office Supplies,Pen,8,32.31,8.69
645,2023-11-03,Central,Home Office,Furniture,Filing Cabinet,6,362.2,-35.17
646,2023-07-13,South,Consumer,Office Supplies,Storage Box,7,261.64,50.98
647,2024-01-23,East,Corporate,Furniture,Bookcase,10,945.48,100.83
648,2024-12-11,Central,Home Office,Technology,Keyboard,7,1119.53,250.24
649,2023-07-12,West,Corporate,Furniture,Table,8,183.33,15.06
650,2023-10-06,South,Consumer,Technology,Printer,9,494.55,-19.36
651,2023-01-23,Central,Corporate,Furniture,Chair,1,205.06,15.45
652,2023-08-27,East,Corporate,Furniture,Table,8,341.44,23.25
653,2024-01-16,Central,Consumer,Office Supplies,Paper,1,1268.45,356.0
654,2023-09-30,South,Consumer,Office Supplies,Paper,7,304.44,72.04
655,2023-01-13,South,Corporate,Furniture,Table,4,385.8,114.9
656,2024-04-16,West,Corporate,Technology,Laptop,6,595.9,169.52
657,2023-06-12,East,Corporate,Technology,Laptop,6,732.22,14.3
658,2023-02-23,East,Consumer,Technology,Monitor,3,956.71,28.52
659,2023-10-10,South,Consumer,Technology,Laptop,8,33.22,-2.76
660,2024-12-05,Central,Consumer,Technology,Monitor,10,388.11,38.8
661,2023-12-13,East,Corporate,Technology,Laptop,2,973.97,175.83
662,2023-05-09,Central,Home Office,Office Supplies,Binder,8,1187.07,240.59
663,2023-07-17,Central,Home Office,Furniture,Filing Cabinet,8,219.4,56.93
664,2024-12-24,South,Consumer,Office Supplies,Pen,6,858.72,100.86
665,2024-04-24,East,Home Office,Office Supplies,Binder,5,249.44,4.56
666,2024-07-08,East,Home Office,Office Supplies,Storage Box,1,768.82,148.74
667,2024-09-26,Central,Home Office,Office Supplies,Binder,7,113.75,32.63
668,2023-07-14,West,Home Office,Technology,Mouse,6,439.03,28.06
669,2023-04-24,East,Consumer,Furniture,Chair,2,284.39,-24.88
670,2024-05-12,East,Home Office,Furniture,Chair,8,969.79,53.76
671,2024-06-22,Central,Consumer,Technology,Printer,2,562.2,80.05
672,2023-01-14,East,Corporate,Furniture,Filing Cabinet,9,1205.51,-91.28
673,2024-03-01,Central,Home Office,Office Supplies,Paper,5,80.17,-5.76
674,2023-03-21,East,Home Office,Furniture,Chair,4,361.91,19.59
675,2024-06-22,West,Home Office,Technology,Monitor,2,1128.81,74.58
676,2024-10-15,South,Home Office,Technology,Keyboard,3,1004.56,254.28
677,2023-07-04,Central,Home Office,Technology,Mouse,8,254.1,76.07
678,2023-12-27,Central,Corporate,Office Supplies,Pen,6,1150.99,83.14
679,2024-09-15,South,Home Office,Furniture,Table,8,1390.7,2.27
680,2024-04-03,East,Corporate,Office Supplies,Paper,5,901.73,96.52
681,2023-01-07,West,Corporate,Office Supplies,Binder,5,52.12,11.92
682,2024-07-20,West,Consumer,Technology,Printer,3,75.85,3.21
683,2023-09-29,West,Corporate,Office Supplies,Binder,7,1220.39,-77.17
684,2024-08-05,Central,Corporate,Furniture,Chair,10,275.9,63.53
685,2023-04-08,East,Home Office,Technology,Keyboard,1,1216.34,64.0
686,2023-12-09,South,Consumer,Office Supplies,Storage Box,10,1307.28,-12.17
687,2023-01-12,East,Corporate,Technology,Mouse,10,796.09,22.07
688,2023-06-03,West,Consumer,Office Supplies,Binder,8,1016.98,304.02
689,2024-09-01,East,Consumer,Technology,Printer,3,659.26,141.44
690,2023-05-16,South,Home Office,Office Supplies,Paper,5,1123.07,133.94
691,2023-03-29,West,Consumer,Office Supplies,Storage Box,7,731.77,-15.19
692,2024-10-29,West,Consumer,Technology,Monitor,6,126.03,26.56
693,2024-12-02,East,Home Office,Technology,Laptop,4,632.1,29.14
694,2023-11-25,Central,Consumer,Office Supplies,Paper,8,1481.72,217.05
695,2024-09-30,East,Consumer,Furniture,Filing Cabinet,2,315.53,15.63
696,2023-04-26,West,Home Office,Technology,Laptop,5,1391.56,344.41
697,2023-01-15,Central,Corporate,Office Supplies,Paper,9,717.36,23.49
698,2023-08-05,South,Home Office,Furniture,Bookcase,1,1100.29,-47.82
699,2024-01-21,East,Corporate,Technology,Printer,10,272.07,3.7
700,2023-10-05,East,Consumer,Furniture,Filing Cabinet,6,595.19,5.07
701,2023-04-21,South,Consumer,Furniture,Bookcase,2,1470.09,152.03
702,2023-11-20,West,Consumer,Office Supplies,Paper,1,760.96,63.31
703,2023-02-10,Central,Corporate,Furniture,Bookcase,6,602.23,-22.4
704,2024-12-01,Central,Consumer,Office Supplies,Pen,5,1494.07,435.42
705,2023-03-05,South,Consumer,Technology,Keyboard,4,1417.32,396.35
706,2023-06-05,West,Consumer,Office Supplies,Storage Box,10,1100.24,119.14
707,2024-10-02,South,Consumer,Technology,Monitor,5,867.89,61.26
708,2024-09-11,West,Consumer,Office Supplies,Storage Box,4,985.66,130.51
709,2023-05-22,South,Consumer,Office Supplies,Binder,3,991.22,124.83
710,2023-11-22,West,Corporate,Furniture,Chair,1,1262.49,-52.76
711,2023-11-23,Central,Corporate,Office Supplies,Storage Box,5,1123.5,256.92
712,2023-06-05,West,Consumer,Furniture,Chair,10,58.77,17.3
713,2023-10-01,West,Home Office,Technology,Printer,6,363.63,63.62
714,2023-03-23,West,Home Office,Technology,Mouse,6,1272.28,111.33
715,2023-07-08,South,Consumer,Office Supplies,Storage Box,7,262.4,-2.49
716,2023-01-16,West,Home Office,Office Supplies,Storage Box,4,1013.58,-19.12
717,2023-03-09,South,Home Office,Furniture,Filing Cabinet,4,500.85,41.58
718,2024-03-13,South,Home Office,Office Supplies,Paper,10,483.09,69.86
719,2024-08-31,East,Home Office,Technology,Printer,1,181.79,15.04
720,2023-09-09,South,Home Office,Technology,Printer,1,78.09,4.29
721,2023-07-14,South,Corporate,Office Supplies,Storage Box,3,1165.04,16.74
722,2024-03-08,West,Corporate,Office Supplies,Paper,9,1248.24,100.71
723,2023-04-26,South,Corporate,Furniture,Table,8,498.72,-44.9
724,2024-08-27,South,Consumer,Technology,Monitor,3,390.12,68.93
725,2023-05-07,South,Home Office,Furniture,Chair,7,557.16,61.02
726,2024-06-07,South,Home Office,Technology,Monitor,6,583.3,120.92
727,2024-08-02,West,Consumer,Technology,Monitor,7,284.72,52.62
728,2023-11-12,Central,Home Office,Office Supplies,Storage Box,4,287.43,74.56
729,2023-01-04,East,Corporate,Technology,Keyboard,1,756.49,75.24
730,2024-09-14,West,Home Office,Office Supplies,Binder,8,996.02,81.17
731,2023-03-23,East,Consumer,Technology,Printer,9,1325.61,14.91
732,2023-08-01,West,Consumer,Furniture,Table,1,986.85,-84.19
733,2024-11-14,Central,Corporate,Technology,Printer,7,1382.17,-111.11
734,2023-07-02,West,Corporate,Furniture,Bookcase,1,1129.02,49.76
735,2023-04-06,Central,Corporate,Office Supplies,Pen,9,1233.99,250.96
736,2023-03-08,West,Consumer,Office Supplies,Storage Box,9,1048.04,10.24
737,2024-02-28,West,Home Office,Technology,Monitor,9,106.11,13.64
738,2023-03-31,South,Home Office,Office Supplies,Pen,10,1274.74,4.93
739,2024-09-30,South,Home Office,Office Supplies,Binder,3,1099.19,108.93
740,2024-09-16,West,Consumer,Furniture,Bookcase,2,194.95,16.76
741,2023-08-01,South,Consumer,Technology,Mouse,4,514.01,63.82
742,2023-01-12,Central,Corporate,Technology,Monitor,9,1189.49,27.49
743,2024-07-17,East,Home Office,Office Supplies,Paper,10,513.26,29.98
744,2024-09-22,West,Corporate,Furniture,Table,8,1254.06,337.23
745,2024-04-30,South,Consumer,Furniture,Table,9,948.26,243.54
746,2023-12-10,East,Home Office,Office Supplies,Storage Box,6,463.03,87.97
747,2024-07-22,West,Home Office,Technology,Laptop,6,1034.53,227.4
748,2023-03-09,East,Corporate,Furniture,Bookcase,3,1475.76,222.26
749,2024-08-07,West,Home Office,Technology,Mouse,5,192.93,41.08
750,2024-12-23,Central,Corporate,Office Supplies,Paper,6,148.46,37.24
